RegionID,SizeRank,RegionName,RegionType,StateName,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30
102001,0,United States,Country,,30.0,22.0,20.0,20.0,22.0,24.0,27.0,30.0,34.0,38.0,42.0,39.0,33.0,24.0,22.0,21.0,23.0,25.0,27.0,29.0,32.0,36.0,40.0,36.0,28.0,21.0,20.0,20.0,18.0,16.0,15.0,14.0,15.0,17.0,19.0,17.0,12.0,8.0,7.0,7.0,8.0,9.0,10.0,11.0,11.0,13.0,13.0,11.0,9.0,7.0,7.0,7.0
394913,1,"New York, NY",Msa,NY,46.0,36.0,35.0,36.0,39.0,44.0,48.0,49.0,49.0,51.0,58.0,57.0,50.0,41.0,39.0,40.0,45.0,50.0,54.0,54.0,54.0,58.0,66.0,63.0,53.0,42.0,42.0,39.0,33.0,28.0,29.0,30.0,32.0,36.0,45.0,44.0,37.0,25.0,23.0,23.0,25.0,27.0,30.0,31.0,34.0,36.0,42.0,38.0,31.0,22.0,20.0,21.0
753899,2,"Los Angeles-Long Beach-Anaheim, CA",Msa,CA,17.0,15.0,16.0,16.0,18.0,21.0,24.0,27.0,30.0,34.0,38.0,36.0,30.0,24.0,22.0,22.0,23.0,24.0,26.0,27.0,28.0,32.0,32.0,27.0,19.0,17.0,18.0,19.0,17.0,16.0,15.0,14.0,14.0,16.0,16.0,15.0,12.0,11.0,11.0,11.0,11.0,12.0,13.0,13.0,13.0,13.0,13.0,12.0,11.0,10.0,11.0,12.0
394463,3,"Chicago, IL",Msa,IL,30.0,19.0,16.0,18.0,21.0,26.0,30.0,34.0,39.0,46.0,53.0,47.0,35.0,23.0,21.0,22.0,26.0,29.0,32.0,35.0,39.0,46.0,51.0,44.0,33.0,26.0,25.0,24.0,19.0,18.0,17.0,17.0,19.0,25.0,28.0,25.0,16.0,9.0,7.0,7.0,8.0,10.0,12.0,15.0,18.0,22.0,23.0,19.0,12.0,7.0,7.0,7.0
394514,4,"Dallas-Fort Worth, TX",Msa,TX,28.0,22.0,21.0,22.0,23.0,26.0,29.0,33.0,36.0,39.0,42.0,40.0,36.0,29.0,28.0,28.0,29.0,31.0,34.0,37.0,40.0,43.0,45.0,40.0,34.0,29.0,27.0,27.0,25.0,24.0,23.0,23.0,23.0,23.0,23.0,21.0,18.0,15.0,13.0,13.0,14.0,15.0,16.0,17.0,17.0,18.0,18.0,16.0,12.0,8.0,6.0,6.0
394974,5,"Philadelphia, PA",Msa,PA,34.0,24.0,20.0,20.0,21.0,23.0,24.0,26.0,29.0,34.0,39.0,37.0,29.0,21.0,19.0,21.0,26.0,28.0,29.0,28.0,30.0,35.0,40.0,35.0,26.0,22.0,20.0,20.0,14.0,12.0,14.0,14.0,14.0,15.0,15.0,14.0,10.0,8.0,7.0,7.0,8.0,10.0,11.0,12.0,12.0,13.0,14.0,13.0,10.0,7.0,7.0,7.0
394692,6,"Houston, TX",Msa,TX,30.0,22.0,19.0,20.0,22.0,25.0,30.0,35.0,38.0,41.0,43.0,39.0,32.0,25.0,23.0,23.0,25.0,29.0,33.0,36.0,37.0,39.0,42.0,40.0,34.0,29.0,28.0,28.0,25.0,21.0,20.0,20.0,19.0,19.0,20.0,19.0,15.0,11.0,8.0,8.0,8.0,10.0,12.0,13.0,14.0,14.0,15.0,13.0,11.0,8.0,7.0,7.0
395209,7,"Washington, DC",Msa,DC,37.0,28.0,26.0,24.0,23.0,22.0,23.0,26.0,28.0,32.0,33.0,27.0,18.0,11.0,11.0,13.0,16.0,19.0,20.0,21.0,23.0,29.0,29.0,23.0,13.0,10.0,10.0,11.0,10.0,8.0,10.0,10.0,11.0,10.0,10.0,9.0,6.0,5.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,11.0,8.0,6.0,5.0,5.0,6.0
394856,8,"Miami-Fort Lauderdale, FL",Msa,FL,42.0,39.0,40.0,40.0,39.0,39.0,40.0,41.0,42.0,45.0,49.0,48.0,46.0,44.0,46.0,47.0,45.0,45.0,45.0,44.0,44.0,45.0,49.0,48.0,44.0,41.0,43.0,44.0,41.0,35.0,32.0,30.0,29.0,32.0,37.0,36.0,31.0,23.0,18.0,16.0,15.0,16.0,16.0,16.0,17.0,17.0,18.0,17.0,14.0,11.0,11.0,12.0
394347,9,"Atlanta, GA",Msa,GA,20.0,14.0,13.0,13.0,14.0,16.0,19.0,21.0,23.0,28.0,31.0,29.0,24.0,18.0,17.0,17.0,19.0,21.0,23.0,25.0,27.0,32.0,36.0,34.0,27.0,21.0,20.0,21.0,21.0,19.0,17.0,15.0,15.0,16.0,16.0,13.0,9.0,7.0,6.0,6.0,6.0,7.0,8.0,8.0,9.0,10.0,10.0,9.0,7.0,6.0,6.0,7.0
394404,10,"Boston, MA",Msa,MA,15.0,10.0,9.0,9.0,12.0,14.0,16.0,17.0,21.0,29.0,32.0,29.0,20.0,13.0,11.0,11.0,14.0,17.0,17.0,18.0,21.0,30.0,33.0,27.0,15.0,10.0,9.0,10.0,9.0,8.0,8.0,9.0,10.0,14.0,14.0,12.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,10.0,10.0,9.0,7.0,6.0,6.0,7.0
395057,11,"San Francisco, CA",Msa,CA,12.0,12.0,12.0,12.0,13.0,14.0,15.0,16.0,19.0,24.0,24.0,21.0,16.0,14.0,14.0,14.0,15.0,16.0,16.0,17.0,18.0,24.0,22.0,20.0,13.0,13.0,13.0,14.0,13.0,12.0,12.0,12.0,12.0,14.0,13.0,12.0,10.0,9.0,9.0,9.0,10.0,11.0,12.0,12.0,12.0,13.0,12.0,11.0,9.0,9.0,10.0,12.0
394532,12,"Detroit, MI",Msa,MI,19.0,12.0,9.0,9.0,10.0,12.0,15.0,19.0,23.0,28.0,33.0,33.0,27.0,18.0,12.0,12.0,14.0,17.0,20.0,23.0,26.0,32.0,38.0,35.0,26.0,20.0,17.0,16.0,10.0,9.0,9.0,9.0,11.0,14.0,17.0,15.0,10.0,6.0,5.0,5.0,6.0,7.0,8.0,10.0,11.0,13.0,12.0,11.0,7.0,5.0,5.0,6.0
395025,13,"Riverside, CA",Msa,CA,23.0,19.0,20.0,20.0,23.0,26.0,30.0,32.0,35.0,39.0,42.0,40.0,34.0,28.0,27.0,26.0,26.0,26.0,27.0,28.0,30.0,34.0,37.0,34.0,27.0,23.0,23.0,22.0,18.0,14.0,12.0,11.0,12.0,13.0,13.0,12.0,10.0,9.0,9.0,9.0,10.0,11.0,11.0,12.0,13.0,14.0,13.0,12.0,10.0,9.0,10.0,12.0
394976,14,"Phoenix, AZ",Msa,AZ,29.0,25.0,25.0,25.0,25.0,26.0,26.0,27.0,30.0,34.0,36.0,35.0,32.0,28.0,28.0,27.0,26.0,24.0,23.0,22.0,22.0,26.0,26.0,24.0,18.0,16.0,17.0,20.0,18.0,15.0,12.0,12.0,13.0,15.0,14.0,12.0,8.0,7.0,7.0,7.0,8.0,9.0,10.0,11.0,12.0,14.0,14.0,12.0,9.0,7.0,8.0,10.0
395078,15,"Seattle, WA",Msa,WA,7.0,7.0,7.0,7.0,8.0,11.0,14.0,18.0,23.0,30.0,29.0,23.0,13.0,8.0,7.0,8.0,9.0,11.0,12.0,13.0,14.0,17.0,14.0,11.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0
394865,16,"Minneapolis-St Paul, MN",Msa,MN,26.0,18.0,18.0,18.0,20.0,22.0,25.0,28.0,32.0,38.0,43.0,38.0,30.0,20.0,19.0,19.0,20.0,22.0,25.0,27.0,31.0,37.0,42.0,37.0,28.0,19.0,18.0,19.0,18.0,18.0,17.0,17.0,19.0,22.0,24.0,20.0,15.0,10.0,9.0,10.0,11.0,13.0,15.0,16.0,18.0,21.0,22.0,18.0,12.0,8.0,8.0,9.0
395056,17,"San Diego, CA",Msa,CA,14.0,13.0,13.0,15.0,20.0,22.0,26.0,26.0,29.0,33.0,33.0,30.0,23.0,19.0,17.0,16.0,17.0,19.0,20.0,21.0,22.0,24.0,23.0,19.0,14.0,16.0,16.0,17.0,12.0,10.0,8.0,8.0,9.0,9.0,9.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,7.0,7.0,7.0,7.0,9.0
395121,18,"St. Louis, MO",Msa,MO,32.0,23.0,21.0,21.0,22.0,25.0,28.0,31.0,34.0,40.0,46.0,40.0,28.0,15.0,12.0,12.0,13.0,14.0,15.0,17.0,22.0,29.0,35.0,31.0,22.0,13.0,10.0,10.0,9.0,8.0,7.0,7.0,9.0,11.0,13.0,12.0,9.0,6.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0
395148,19,"Tampa, FL",Msa,FL,22.0,21.0,20.0,19.0,20.0,21.0,23.0,23.0,24.0,27.0,32.0,32.0,30.0,26.0,25.0,23.0,22.0,21.0,22.0,25.0,28.0,30.0,30.0,27.0,22.0,19.0,19.0,20.0,17.0,13.0,10.0,9.0,10.0,11.0,11.0,10.0,8.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,5.0,5.0,5.0,6.0
394358,20,"Baltimore, MD",Msa,MD,38.0,29.0,27.0,26.0,27.0,27.0,29.0,31.0,35.0,40.0,45.0,42.0,32.0,22.0,19.0,21.0,25.0,28.0,31.0,32.0,33.0,37.0,40.0,36.0,26.0,19.0,16.0,16.0,14.0,12.0,14.0,13.0,13.0,12.0,12.0,10.0,7.0,6.0,5.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,11.0,10.0,7.0,5.0,5.0,6.0
394530,21,"Denver, CO",Msa,CO,6.0,6.0,6.0,6.0,8.0,10.0,13.0,15.0,19.0,23.0,22.0,17.0,10.0,7.0,7.0,8.0,11.0,13.0,15.0,16.0,18.0,23.0,21.0,16.0,9.0,7.0,8.0,8.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0
394982,22,"Pittsburgh, PA",Msa,PA,59.0,42.0,32.0,27.0,28.0,31.0,38.0,44.0,47.0,52.0,57.0,59.0,51.0,38.0,28.0,27.0,28.0,32.0,33.0,36.0,38.0,45.0,51.0,47.0,38.0,37.0,31.0,26.0,14.0,15.0,17.0,19.0,23.0,30.0,37.0,32.0,21.0,9.0,6.0,6.0,8.0,9.0,12.0,14.0,17.0,23.0,27.0,25.0,16.0,8.0,6.0,7.0
394998,23,"Portland, OR",Msa,OR,15.0,10.0,9.0,10.0,12.0,16.0,20.0,25.0,30.0,36.0,38.0,33.0,23.0,14.0,11.0,12.0,14.0,17.0,21.0,24.0,28.0,33.0,33.0,27.0,15.0,9.0,9.0,10.0,9.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,8.0,8.0,8.0,7.0,5.0,5.0,5.0,6.0
394458,24,"Charlotte, NC",Msa,NC,15.0,11.0,11.0,11.0,12.0,14.0,18.0,20.0,23.0,26.0,28.0,25.0,19.0,14.0,13.0,13.0,14.0,16.0,17.0,18.0,20.0,23.0,24.0,20.0,14.0,11.0,11.0,12.0,10.0,8.0,7.0,7.0,7.0,8.0,9.0,8.0,6.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0
395045,25,"Sacramento, CA",Msa,CA,11.0,10.0,10.0,10.0,12.0,15.0,18.0,21.0,24.0,28.0,31.0,26.0,19.0,12.0,11.0,11.0,12.0,14.0,15.0,16.0,18.0,21.0,20.0,16.0,9.0,9.0,9.0,10.0,10.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,6.0,6.0,6.0,6.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0
395055,26,"San Antonio, TX",Msa,TX,44.0,35.0,30.0,29.0,30.0,33.0,36.0,41.0,45.0,47.0,49.0,48.0,45.0,39.0,35.0,35.0,36.0,39.0,43.0,45.0,47.0,48.0,50.0,48.0,43.0,38.0,36.0,35.0,33.0,31.0,29.0,29.0,29.0,30.0,29.0,24.0,17.0,10.0,7.0,6.0,6.0,7.0,9.0,11.0,12.0,13.0,14.0,13.0,10.0,7.0,6.0,7.0
394943,27,"Orlando, FL",Msa,FL,21.0,17.0,16.0,16.0,17.0,19.0,21.0,23.0,27.0,31.0,33.0,31.0,27.0,23.0,21.0,19.0,19.0,20.0,22.0,25.0,27.0,29.0,29.0,27.0,21.0,17.0,17.0,18.0,17.0,14.0,13.0,12.0,13.0,14.0,15.0,14.0,11.0,8.0,6.0,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,7.0,6.0,5.0,6.0,6.0
394466,28,"Cincinnati, OH",Msa,OH,17.0,10.0,8.0,8.0,8.0,10.0,12.0,15.0,17.0,22.0,24.0,22.0,16.0,10.0,7.0,7.0,8.0,9.0,10.0,11.0,14.0,17.0,16.0,14.0,9.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,5.0,3.0,3.0,3.0,3.0
394475,29,"Cleveland, OH",Msa,OH,47.0,38.0,34.0,33.0,35.0,37.0,41.0,43.0,45.0,48.0,51.0,50.0,43.0,36.0,32.0,32.0,33.0,35.0,38.0,40.0,43.0,46.0,48.0,45.0,35.0,27.0,22.0,20.0,16.0,15.0,16.0,16.0,18.0,22.0,27.0,23.0,14.0,6.0,5.0,5.0,5.0,6.0,8.0,9.0,10.0,12.0,13.0,11.0,8.0,5.0,5.0,5.0
394735,30,"Kansas City, MO",Msa,MO,24.0,18.0,16.0,17.0,18.0,20.0,24.0,24.0,25.0,26.0,30.0,28.0,21.0,12.0,9.0,8.0,10.0,12.0,14.0,16.0,19.0,25.0,29.0,25.0,16.0,9.0,7.0,7.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,6.0,5.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,3.0,3.0,3.0,3.0
394775,31,"Las Vegas, NV",Msa,NV,31.0,27.0,22.0,16.0,12.0,15.0,17.0,20.0,24.0,29.0,33.0,32.0,30.0,27.0,26.0,27.0,28.0,30.0,32.0,32.0,33.0,35.0,35.0,30.0,21.0,17.0,18.0,22.0,22.0,19.0,16.0,16.0,18.0,20.0,23.0,19.0,14.0,7.0,6.0,6.0,7.0,7.0,8.0,9.0,9.0,10.0,9.0,8.0,6.0,6.0,6.0,8.0
394492,32,"Columbus, OH",Msa,OH,11.0,6.0,5.0,5.0,6.0,7.0,9.0,11.0,14.0,18.0,20.0,17.0,11.0,6.0,5.0,5.0,6.0,7.0,8.0,10.0,12.0,15.0,16.0,13.0,8.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0
394705,33,"Indianapolis, IN",Msa,IN,25.0,16.0,10.0,8.0,8.0,10.0,12.0,14.0,18.0,23.0,28.0,27.0,20.0,12.0,8.0,7.0,8.0,10.0,11.0,13.0,16.0,21.0,26.0,23.0,15.0,8.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0
395059,34,"San Jose, CA",Msa,CA,9.0,9.0,9.0,10.0,12.0,14.0,16.0,18.0,21.0,28.0,28.0,24.0,16.0,14.0,14.0,15.0,18.0,20.0,21.0,19.0,22.0,28.0,25.0,20.0,10.0,11.0,13.0,15.0,14.0,13.0,11.0,11.0,12.0,13.0,15.0,14.0,11.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,14.0,13.0,12.0,8.0,8.0,9.0,11.0
394355,35,"Austin, TX",Msa,TX,26.0,17.0,16.0,17.0,21.0,25.0,30.0,35.0,39.0,44.0,47.0,40.0,29.0,18.0,17.0,18.0,20.0,22.0,26.0,29.0,32.0,35.0,36.0,30.0,19.0,13.0,13.0,15.0,14.0,12.0,12.0,11.0,10.0,9.0,8.0,8.0,7.0,8.0,9.0,10.0,11.0,13.0,16.0,18.0,19.0,21.0,24.0,22.0,17.0,11.0,11.0,14.0
395194,36,"Virginia Beach, VA",Msa,VA,60.0,47.0,40.0,40.0,42.0,46.0,50.0,55.0,57.0,63.0,65.0,64.0,53.0,42.0,35.0,35.0,38.0,41.0,44.0,46.0,52.0,60.0,66.0,68.0,57.0,58.0,54.0,58.0,45.0,34.0,29.0,26.0,26.0,23.0,24.0,23.0,19.0,17.0,16.0,17.0,17.0,18.0,20.0,21.0,22.0,22.0,21.0,19.0,16.0,13.0,13.0,14.0
394902,37,"Nashville, TN",Msa,TN,24.0,19.0,18.0,19.0,21.0,24.0,28.0,32.0,35.0,39.0,43.0,42.0,36.0,29.0,25.0,25.0,26.0,28.0,30.0,32.0,35.0,38.0,40.0,38.0,32.0,27.0,25.0,25.0,25.0,23.0,23.0,21.0,21.0,22.0,26.0,22.0,14.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,6.0,4.0,4.0,4.0,5.0
395005,38,"Providence, RI",Msa,RI,41.0,31.0,26.0,25.0,27.0,31.0,37.0,39.0,43.0,48.0,55.0,56.0,47.0,35.0,26.0,25.0,28.0,32.0,34.0,34.0,36.0,41.0,46.0,42.0,34.0,27.0,24.0,23.0,21.0,19.0,18.0,17.0,19.0,23.0,26.0,22.0,14.0,8.0,9.0,10.0,10.0,9.0,10.0,11.0,12.0,13.0,13.0,12.0,9.0,7.0,7.0,8.0
394862,39,"Milwaukee, WI",Msa,WI,18.0,9.0,8.0,8.0,8.0,9.0,13.0,20.0,31.0,38.0,39.0,45.0,43.0,44.0,34.0,35.0,35.0,35.0,38.0,41.0,43.0,46.0,50.0,48.0,45.0,37.0,35.0,33.0,32.0,30.0,31.0,32.0,35.0,37.0,41.0,39.0,35.0,30.0,30.0,29.0,28.0,28.0,31.0,34.0,35.0,37.0,38.0,35.0,30.0,23.0,19.0,19.0
394714,40,"Jacksonville, FL",Msa,FL,38.0,33.0,32.0,33.0,34.0,36.0,37.0,39.0,41.0,45.0,51.0,50.0,46.0,39.0,36.0,35.0,33.0,34.0,37.0,40.0,41.0,43.0,45.0,43.0,36.0,30.0,31.0,34.0,33.0,30.0,26.0,23.0,21.0,20.0,19.0,15.0,10.0,7.0,6.0,6.0,6.0,7.0,8.0,9.0,10.0,11.0,11.0,9.0,7.0,5.0,5.0,6.0
394849,41,"Memphis, TN",Msa,TN,32.0,26.0,25.0,26.0,27.0,27.0,28.0,28.0,30.0,31.0,34.0,32.0,31.0,23.0,18.0,13.0,15.0,17.0,20.0,20.0,22.0,25.0,27.0,25.0,18.0,13.0,11.0,11.0,10.0,9.0,9.0,9.0,9.0,9.0,10.0,14.0,17.0,18.0,17.0,16.0,16.0,18.0,19.0,22.0,20.0,20.0,18.0,16.0,13.0,9.0,9.0,11.0
394935,42,"Oklahoma City, OK",Msa,OK,36.0,27.0,23.0,22.0,21.0,23.0,26.0,30.0,32.0,36.0,40.0,42.0,36.0,26.0,18.0,16.0,17.0,19.0,22.0,24.0,26.0,30.0,31.0,29.0,21.0,16.0,13.0,12.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,10.0,8.0,6.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,7.0,7.0,6.0,5.0,4.0,4.0,4.0
394807,43,"Louisville-Jefferson County, KY",Msa,KY,22.0,14.0,12.0,12.0,13.0,14.0,16.0,18.0,22.0,28.0,32.0,32.0,25.0,18.0,13.0,13.0,14.0,16.0,17.0,19.0,21.0,28.0,32.0,29.0,20.0,13.0,11.0,10.0,8.0,7.0,6.0,6.0,7.0,9.0,13.0,12.0,10.0,5.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,9.0,9.0,9.0,6.0,5.0,5.0,5.0
394669,44,"Hartford, CT",Msa,CT,53.0,37.0,33.0,26.0,25.0,26.0,30.0,33.0,36.0,44.0,53.0,50.0,37.0,22.0,16.0,17.0,20.0,24.0,27.0,29.0,33.0,40.0,48.0,44.0,31.0,19.0,15.0,13.0,10.0,8.0,8.0,10.0,18.0,30.0,39.0,31.0,18.0,7.0,6.0,7.0,9.0,10.0,11.0,12.0,12.0,15.0,16.0,15.0,10.0,6.0,6.0,6.0
395022,45,"Richmond, VA",Msa,VA,18.0,11.0,10.0,11.0,14.0,16.0,18.0,19.0,21.0,25.0,25.0,20.0,11.0,6.0,4.0,4.0,5.0,8.0,13.0,17.0,21.0,30.0,30.0,25.0,13.0,8.0,8.0,8.0,9.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0
394910,46,"New Orleans, LA",Msa,LA,41.0,33.0,28.0,29.0,31.0,35.0,35.0,34.0,34.0,38.0,44.0,43.0,40.0,32.0,28.0,24.0,26.0,30.0,34.0,33.0,35.0,36.0,42.0,39.0,34.0,28.0,25.0,24.0,21.0,19.0,18.0,15.0,14.0,15.0,16.0,15.0,11.0,8.0,7.0,6.0,6.0,7.0,13.0,14.0,14.0,9.0,9.0,8.0,6.0,6.0,7.0,7.0
394425,47,"Buffalo, NY",Msa,NY,29.0,18.0,14.0,13.0,15.0,17.0,20.0,24.0,28.0,32.0,37.0,36.0,29.0,19.0,14.0,13.0,14.0,16.0,18.0,20.0,25.0,32.0,36.0,32.0,22.0,20.0,18.0,16.0,10.0,10.0,10.0,11.0,11.0,13.0,13.0,12.0,10.0,9.0,9.0,9.0,9.0,10.0,10.0,11.0,11.0,12.0,13.0,12.0,10.0,9.0,9.0,9.0
395012,48,"Raleigh, NC",Msa,NC,15.0,11.0,11.0,12.0,14.0,15.0,17.0,19.0,20.0,24.0,26.0,24.0,18.0,13.0,12.0,13.0,15.0,16.0,17.0,18.0,21.0,26.0,27.0,23.0,15.0,10.0,10.0,11.0,9.0,8.0,6.0,6.0,7.0,8.0,8.0,8.0,6.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0
394388,49,"Birmingham, AL",Msa,AL,24.0,15.0,13.0,14.0,16.0,19.0,22.0,25.0,26.0,29.0,31.0,27.0,20.0,13.0,12.0,13.0,14.0,15.0,16.0,18.0,20.0,24.0,23.0,20.0,14.0,12.0,10.0,9.0,8.0,8.0,7.0,7.0,8.0,9.0,10.0,9.0,7.0,5.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,7.0,5.0,5.0
395053,50,"Salt Lake City, UT",Msa,UT,11.0,8.0,7.0,7.0,9.0,10.0,13.0,16.0,19.0,23.0,26.0,23.0,17.0,12.0,10.0,10.0,12.0,15.0,16.0,18.0,20.0,23.0,21.0,16.0,9.0,7.0,8.0,9.0,8.0,7.0,7.0,7.0,7.0,8.0,9.0,8.0,7.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,8.0,7.0,7.0,5.0,5.0,5.0,6.0
395031,51,"Rochester, NY",Msa,NY,30.0,17.0,15.0,15.0,17.0,20.0,23.0,26.0,28.0,35.0,39.0,36.0,25.0,16.0,13.0,13.0,13.0,15.0,17.0,21.0,24.0,30.0,32.0,28.0,19.0,15.0,13.0,12.0,9.0,8.0,9.0,9.0,10.0,12.0,12.0,10.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,7.0,7.0,7.0
394640,52,"Grand Rapids, MI",Msa,MI,14.0,9.0,7.0,7.0,8.0,9.0,11.0,13.0,16.0,19.0,19.0,19.0,14.0,11.0,8.0,7.0,8.0,9.0,11.0,12.0,15.0,21.0,26.0,24.0,16.0,12.0,10.0,13.0,10.0,10.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0
395167,53,"Tucson, AZ",Msa,AZ,35.0,30.0,29.0,29.0,29.0,28.0,28.0,28.0,30.0,33.0,38.0,37.0,35.0,27.0,26.0,25.0,28.0,27.0,28.0,27.0,27.0,30.0,32.0,30.0,25.0,23.0,24.0,26.0,24.0,19.0,15.0,13.0,16.0,19.0,21.0,16.0,10.0,6.0,5.0,6.0,6.0,7.0,9.0,10.0,12.0,14.0,15.0,12.0,9.0,6.0,6.0,7.0
753924,54,"Urban Honolulu, HI",Msa,HI,38.0,35.0,36.0,37.0,38.0,40.0,42.0,44.0,47.0,49.0,54.0,52.0,52.0,46.0,47.0,49.0,49.0,48.0,49.0,48.0,51.0,51.0,54.0,48.0,43.0,40.0,42.0,42.0,38.0,33.0,30.0,30.0,28.0,32.0,37.0,34.0,25.0,13.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,13.0,14.0,14.0,13.0,11.0,12.0,12.0
395169,55,"Tulsa, OK",Msa,OK,45.0,34.0,29.0,27.0,27.0,29.0,32.0,35.0,41.0,46.0,51.0,48.0,40.0,28.0,25.0,25.0,28.0,27.0,29.0,29.0,30.0,31.0,32.0,31.0,24.0,20.0,17.0,15.0,13.0,11.0,11.0,9.0,10.0,12.0,13.0,19.0,15.0,13.0,5.0,5.0,5.0,6.0,7.0,7.0,8.0,8.0,8.0,7.0,6.0,5.0,5.0,5.0
394619,56,"Fresno, CA",Msa,CA,14.0,14.0,14.0,14.0,15.0,16.0,18.0,20.0,24.0,27.0,28.0,28.0,25.0,21.0,17.0,16.0,16.0,15.0,16.0,18.0,22.0,25.0,25.0,22.0,16.0,17.0,18.0,18.0,13.0,9.0,8.0,8.0,8.0,9.0,9.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,12.0,12.0,12.0,9.0,8.0,8.0,7.0,7.0,7.0,7.0
395238,57,"Worcester, MA",Msa,MA,25.0,17.0,13.0,12.0,14.0,17.0,20.0,22.0,26.0,36.0,41.0,37.0,25.0,15.0,11.0,11.0,13.0,15.0,17.0,18.0,22.0,27.0,31.0,27.0,19.0,12.0,10.0,9.0,8.0,8.0,7.0,7.0,8.0,11.0,11.0,11.0,8.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,9.0,10.0,10.0,9.0,7.0,6.0,6.0,7.0
394415,58,"Stamford, CT",Msa,CT,62.0,46.0,40.0,36.0,37.0,38.0,41.0,41.0,44.0,50.0,53.0,47.0,36.0,27.0,24.0,26.0,31.0,40.0,44.0,46.0,48.0,62.0,67.0,57.0,37.0,29.0,29.0,28.0,21.0,17.0,18.0,22.0,32.0,44.0,52.0,46.0,31.0,17.0,12.0,15.0,18.0,24.0,29.0,31.0,30.0,34.0,38.0,33.0,21.0,10.0,10.0,11.0
